belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,collection_id,collection_name,collection_poster_path,production_companies_names,production_countries_names,release_year,return
"{'id': 5547, 'name': 'RoboCop Collection', 'poster_path': '/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg', 'backdrop_path': '/azQScQWHpz5puIV4YeCcqgiT9Tn.jpg'}",13000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5548,en,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",13.485583,"[{'name': 'Orion Pictures', 'id': 41}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-07-17,53000000.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Part man. Part machine. All cop. The future of law enforcement.,RoboCop,7.1,1494.0,5547.0,RoboCop Collection,/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg,Orion Pictures,United States of America,1987,4.076923076923077
"{'id': 5547, 'name': 'RoboCop Collection', 'poster_path': '/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg', 'backdrop_path': '/azQScQWHpz5puIV4YeCcqgiT9Tn.jpg'}",35000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5549,en,"After a successful deployment of the Robocop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as ""Nuke"" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the Robocop 2 project, a living God.",10.969876,"[{'name': 'Orion Pictures', 'id': 41}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-06-22,45681173.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He's back to protect the innocent.,RoboCop 2,5.6,498.0,5547.0,RoboCop Collection,/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg,Orion Pictures,United States of America,1990,1.3051763714285711
"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",28000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",699,en,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,9.765123,"[{'name': 'United Artists', 'id': 60}, {'name': 'Eon Productions', 'id': 7576}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-06-23,195312802.0,127.0,"[{'iso_639_1': 'el', 'name': 'ελληνικά'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"No one comes close to James Bond, 007.",For Your Eyes Only,6.3,497.0,645.0,James Bond Collection,/HORpg5CSkmeQlAolx3bKMrKgfi.jpg,"United Artists, Eon Productions","United Kingdom, United States of America",1981,6.975457214285714
"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",32000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",709,en,James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge.,11.137888,"[{'name': 'Eon Productions', 'id': 7576}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-07-07,156167015.0,133.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,His bad side is a dangerous place to be.,Licence to Kill,5.9,549.0,645.0,James Bond Collection,/HORpg5CSkmeQlAolx3bKMrKgfi.jpg,Eon Productions,"United Kingdom, United States of America",1989,4.88021921875
"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",7000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",253,en,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,9.773768,"[{'name': 'United Artists', 'id': 60}, {'name': 'Eon Productions', 'id': 7576}, {'name': 'Danjaq', 'id': 10761}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1973-07-05,161777836.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,Roger Moore is James Bond.,Live and Let Die,6.4,540.0,645.0,James Bond Collection,/HORpg5CSkmeQlAolx3bKMrKgfi.jpg,"United Artists, Eon Productions, Danjaq",United Kingdom,1973,23.111119428571428
"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",5500000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",660,en,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.,10.517835,"[{'name': 'Eon Productions', 'id': 7576}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'BS', 'name': 'Bahamas'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1965-12-16,141195658.0,130.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Look up!  Look down!  Look out!,Thunderball,6.5,572.0,645.0,James Bond Collection,/HORpg5CSkmeQlAolx3bKMrKgfi.jpg,"Eon Productions, Metro-Goldwyn-Mayer (MGM)","Bahamas, France, United Kingdom, United States of America",1965,25.671937818181817
"{'id': 248339, 'name': 'House on Haunted Hill Collection', 'poster_path': '/caGBw1s6C1Fxl8We4fDTmhBnJNk.jpg', 'backdrop_path': '/zDPoIqkC0SGWCQrcKyJpZJZEF1E.jpg'}",19000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",11377,en,"A remake of the 1959 film of the same name. A millionaire offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",10.187278,"[{'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-10-29,40846082.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Evil loves to party.,House on Haunted Hill,5.5,211.0,248339.0,House on Haunted Hill Collection,/caGBw1s6C1Fxl8We4fDTmhBnJNk.jpg,"Dark Castle Entertainment, Warner Bros.",United States of America,1999,2.149793789473684
"{'id': 98036, 'name': 'Re-Animator Collection', 'poster_path': '/j1v4JQUVwCDH2KKJGjFeShXp2JT.jpg', 'backdrop_path': '/keGIwkLEaN2iBUPnXvqGbbNOVbq.jpg'}",2000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",18111,en,"Herbert West once again revives the dead. This time, he brings Dan's ex-girlfriend's heart back inside a 'perfect' body. Dr. Hill returns as the evil nemesis who lost his head.",8.244989,"[{'name': 'Wild Street Pictures', 'id': 4065}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-10-01,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Date. Mate. Re-animate.,Bride of Re-Animator,6.1,70.0,98036.0,Re-Animator Collection,/j1v4JQUVwCDH2KKJGjFeShXp2JT.jpg,Wild Street Pictures,United States of America,1989,0.0
"{'id': 107725, 'name': 'Creepshow Collection', 'poster_path': '/wvoSFYgc36Zz2j8eDvysKDW1FZ.jpg', 'backdrop_path': '/yGxQgs3qBfmKk7VKT8VfyLKkA1I.jpg'}",8000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",16281,en,"Inspired by the E.C. comics of the 1950s, George A.Romero and Stephen King bring five tales of terror to the screen.",10.434018,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Creepshow Films Inc.', 'id': 14179}, {'name': 'Laurel Entertainment Inc.', 'id': 14180}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1982-11-12,21028755.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The Most Fun You'll Ever Have... BEING SCARED!,Creepshow,6.7,228.0,107725.0,Creepshow Collection,/wvoSFYgc36Zz2j8eDvysKDW1FZ.jpg,"Warner Bros., Creepshow Films Inc., Laurel Entertainment Inc.",United States of America,1982,2.628594375
"{'id': 107725, 'name': 'Creepshow Collection', 'poster_path': '/wvoSFYgc36Zz2j8eDvysKDW1FZ.jpg', 'backdrop_path': '/yGxQgs3qBfmKk7VKT8VfyLKkA1I.jpg'}",3500000.0,"[{'id': 27, 'name': 'Horror'}]",16288,en,"EC Comics-inspired weirdness returns with three tales. In the first, a wooden statue of a Native American comes to life...to exact vengeance on the murderer of his elderly owners. In the second, four teens are stranded on a raft on a lake with a blob that is hungry. And in the third, a hit and run woman is terrorized by the hitchhiker she accidentally killed...or did she really kill him?",9.330087,"[{'name': 'New World Pictures', 'id': 1950}, {'name': 'Laurel Entertainment Inc.', 'id': 14180}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-05-01,14000000.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When the curtain goes up, the terror begins.",Creepshow 2,5.9,133.0,107725.0,Creepshow Collection,/wvoSFYgc36Zz2j8eDvysKDW1FZ.jpg,"New World Pictures, Laurel Entertainment Inc.",United States of America,1987,4.0
"{'id': 98036, 'name': 'Re-Animator Collection', 'poster_path': '/j1v4JQUVwCDH2KKJGjFeShXp2JT.jpg', 'backdrop_path': '/keGIwkLEaN2iBUPnXvqGbbNOVbq.jpg'}",900000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",1694,en,A dedicated student at a medical college and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue when an odd new student arrives on campus.,9.867238,"[{'name': 'Empire Pictures', 'id': 1212}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-10-18,2023414.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Herbert West has a good head on his shoulders... and another on his desk.,Re-Animator,7.0,263.0,98036.0,Re-Animator Collection,/j1v4JQUVwCDH2KKJGjFeShXp2JT.jpg,Empire Pictures,United States of America,1985,2.248237777777778
"{'id': 48188, 'name': 'Poison Ivy Collection', 'poster_path': '/wKFflwLibrLXg7U8hcXnzGyziXz.jpg', 'backdrop_path': '/hFktEH1hJsf4kzTnYjJB8rMiJpl.jpg'}",0.0,"[{'id': 53, 'name': 'Thriller'}]",9264,en,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.,6.901684,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-05-08,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"What Ivy wants, Ivy gets.",Poison Ivy,5.2,85.0,48188.0,Poison Ivy Collection,/wKFflwLibrLXg7U8hcXnzGyziXz.jpg,New Line Cinema,United States of America,1992,0.0
"{'id': 48188, 'name': 'Poison Ivy Collection', 'poster_path': '/wKFflwLibrLXg7U8hcXnzGyziXz.jpg', 'backdrop_path': '/hFktEH1hJsf4kzTnYjJB8rMiJpl.jpg'}",0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",18222,en,A sinister seductress vows to destroy a suburban family.,6.146452,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'CineTel Pictures', 'id': 17067}, {'name': 'MG Entertainment', 'id': 17068}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-01-01,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All the rules are about to be broken.,Poison Ivy: The New Seduction,4.1,28.0,48188.0,Poison Ivy Collection,/wKFflwLibrLXg7U8hcXnzGyziXz.jpg,"New Line Cinema, CineTel Pictures, MG Entertainment",United States of America,1997,0.0
"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",135000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",36643,en,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.",12.130127,"[{'name': 'Eon Productions', 'id': 7576}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-11-08,361832400.0,128.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,As the countdown begins for the new millennium there is still one number you can always count on.,The World Is Not Enough,6.0,878.0,645.0,James Bond Collection,/HORpg5CSkmeQlAolx3bKMrKgfi.jpg,"Eon Productions, Metro-Goldwyn-Mayer (MGM)","United Kingdom, United States of America",1999,2.68024
"{'id': 10194, 'name': 'Toy Story Collection', 'poster_path': '/7G9915LfUQ2lVfwMEEhDsn3kT4B.jpg', 'backdrop_path': '/9FBwqcd9IRruEDUrTdcaafOMKUq.jpg'}",90000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",863,en,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",17.547693,"[{'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-10-30,497366869.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The toys are back!,Toy Story 2,7.3,3914.0,10194.0,Toy Story Collection,/7G9915LfUQ2lVfwMEEhDsn3kT4B.jpg,Pixar Animation Studios,United States of America,1999,5.526298544444445
"{'id': 359005, 'name': 'The Jake Gittes Collection', 'poster_path': '/bv2if3JS0E5IScbkrNJMmiJtcPF.jpg', 'backdrop_path': '/mPf6vo6hAzftf8qRS4qbwRVBBkJ.jpg'}",19000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",32669,en,"This sequel to the classic Chinatown finds private detective Jake Gittes still haunted from the events of the first film. Hired by a man to investigate his wife's infidelities, Jake once again finds himself involved in a complicated plot involving murder, oil, and even some ghosts from his past.",4.476578,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-08-10,10000000.0,138.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They say money makes the world go round. But sex was invented before money.,The Two Jakes,6.2,48.0,359005.0,The Jake Gittes Collection,/bv2if3JS0E5IScbkrNJMmiJtcPF.jpg,Paramount Pictures,United States of America,1990,0.5263157894736842
"{'id': 95664, 'name': 'Deuce Bigalow Collection', 'poster_path': '/szTJbYJnm3OPwYxQKLuTtgsUsQ1.jpg', 'backdrop_path': '/5jvRtBbRahwy1dDDNgh4kN1Yz24.jpg'}",17000000.0,"[{'id': 35, 'name': 'Comedy'}]",10402,en,"Deuce Bigalow is a less than attractive, down on his luck aquarium cleaner. One day he wrecks the house of a gigolo and needs quick money to repair it. The only way he can make it is to become a gigolo himself, taking on an unusual mix of female clients. He encounters a couple of problems, though. He falls in love with one of his unusual clients, and a sleazy police officer is hot on his trail.",6.567794,"[{'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Quinta Communications', 'id': 6370}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-12-10,65535067.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He charges $10 but he’s willing to negotiate.,Deuce Bigalow: Male Gigolo,5.4,314.0,95664.0,Deuce Bigalow Collection,/szTJbYJnm3OPwYxQKLuTtgsUsQ1.jpg,"Happy Madison Productions, Quinta Communications, Touchstone Pictures",United States of America,1999,3.8550039411764714
"{'id': 99727, 'name': 'Stuart Little Collection', 'poster_path': '/tBWjHQBmEa91Pa3R96zGdosULom.jpg', 'backdrop_path': '/diOx2L0SIlgrriuYebChp9UNX65.jpg'}",133000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",10137,en,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.",8.3595,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Global Medien KG', 'id': 5555}, {'name': 'Franklin/Waterman Productions', 'id': 58331}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-12-17,300135367.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Little Family Just Got Bigger,Stuart Little,5.8,998.0,99727.0,Stuart Little Collection,/tBWjHQBmEa91Pa3R96zGdosULom.jpg,"Columbia Pictures Corporation, Global Medien KG, Franklin/Waterman Productions","Germany, United States of America",1999,2.256656894736842
"{'id': 43563, 'name': 'Friday Collection', 'poster_path': '/dWh1Fohgx07AEd4vRUwgIj8BYxD.jpg', 'backdrop_path': '/pXszT8ZWGj3fohU9FY0niA0IDEw.jpg'}",11000000.0,"[{'id': 35, 'name': 'Comedy'}]",10471,en,"Ice Cube returns as Craig Jones, a streetwise man from South Central Los Angeles who has a knack for getting into trouble. This time out, Craig is still trying to outsmart neighborhood bully Debo (Tommy ""Tiny"" Lister Jr.); after Craig gets the better of Debo in a fist fight, Debo is determined to flatten Craig in a rematch. Looking to stay out of Debo's way, Craig's dad decides that it would be a good idea for Craig to hide out with his Uncle Elroy and cousin Day-Day in Rancho Cucamonga... but trouble seems to find him there also.",10.06545,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-01-12,59827328.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The suburbs make the hood look good.,Next Friday,6.5,145.0,43563.0,Friday Collection,/dWh1Fohgx07AEd4vRUwgIj8BYxD.jpg,New Line Cinema,United States of America,2000,5.438848
